"","GSM335197.CEL","GSM335198.CEL","GSM335199.CEL","ent_gene","symbol_limma"
"205241_at",4.72181871033316,5.03577145114826,5.03577145114826,"9997","SCO2"
"222201_s_at",5.77401543088737,5.76774080307217,5.36113605476549,"9994","CASP8AP2"
"214198_s_at",6.27706085928889,5.94735094468922,5.80190431621985,"9993","DGCR2"
"207223_s_at",4.46178149529348,4.63479356442389,4.83379701239194,"9991","PTBP3"
"220740_s_at",4.9542582185975,5.19366530570087,5.28897082646117,"9990","SLC12A6"
"201131_s_at",5.25072037265424,4.46855420757014,4.53520489994206,"999","CDH1"
"201594_s_at",7.1421021411469,6.56613448252298,6.71040374723474,"9989","PPP4R1"
"203301_s_at",7.80519931955634,7.08022808809538,6.84616225707931,"9988","DMTF1"
"209068_at",8.36050753803713,8.06242462629961,8.09395293580521,"9987","HNRNPDL"
"218599_at",6.30609043521406,6.70795183155955,6.63400687834714,"9985","REC8"
"204064_at",7.9632686903892,7.80382960869347,7.56883409807023,"9984","THOC1"
"205248_at",4.7214707406236,4.54114374535424,4.79533757415542,"9980","DOP1B"
"214230_at",4.47334249466556,5.34491307187384,5.23744722003034,"998","CDC42"
"218117_at",9.38693068887046,9.07519807725072,9.05499061069278,"9978","RBX1"
"209732_at",5.75904430772737,5.82060146363825,5.99622105489514,"9976","CLEC2B"
"209750_at",8.33751097222357,7.62320929320642,7.55719071254515,"9975","NR1D2"
"203522_at",5.92866174866395,5.80816846798054,5.87165263433814,"9973","CCS"
"202097_at",6.35881031378637,5.81565990890221,5.137607642106,"9972","NUP153"
"212540_at",6.34569212137716,6.20936209643913,6.12653684043866,"997","CDC34"
"201987_at",8.96077031459544,8.24839167762719,8.07226872055293,"9969","MED13"
"216071_x_at",6.42987942337179,6.38212703256433,6.36500094215447,"9968","MED12"
"211572_s_at",4.61077100268686,4.83811141618383,4.7309774018437,"9962","SLC23A2"
"202180_s_at",5.95450953472904,5.78176308328718,5.66288707758511,"9961","MVP"
"221654_s_at",5.24204146170388,5.25272474484717,5.20348991957109,"9960","USP3"
"217879_at",5.89148439506875,5.70591648894873,5.57450024203792,"996","CDC27"
"205466_s_at",3.99785022678673,4.34694420837862,4.3278442596073,"9957","HS3ST1"
"219697_at",5.98756878254109,6.60203964019776,6.96372515075833,"9956","HS3ST2"
"218241_at",7.48449763939383,6.70644267812446,6.81124925524156,"9950","GOLGA5"
"204976_s_at",4.13725028824025,4.18493767000458,4.00177808934822,"9949","AMMECR1"
"200611_s_at",7.30040626316955,7.16844877030779,7.35249511264467,"9948","WDR1"
"219767_s_at",7.34412800971519,7.75291955889236,7.38764482837629,"9946","CRYZL1"
"205100_at",5.52168695978406,5.68112044466647,5.79864904799955,"9945","GFPT2"
"202696_at",7.02178864185495,6.87396541514276,6.97070767184272,"9943","OXSR1"
"205521_at",6.40732356228998,6.24130494612363,6.20691517477667,"9941","EXOG"
"201853_s_at",7.74064146606958,7.03959831332147,7.26963436670921,"994","CDC25B"
"214113_s_at",7.57396654910442,6.72590288456232,6.72668644885702,"9939","RBM8A"
"38149_at",5.65028914850014,5.78162146873941,5.84630316313466,"9938","ARHGAP25"
"218559_s_at",5.93617679076901,7.79919226061657,7.46430976371885,"9935","MAFB"
"203712_at",6.47383398990038,6.30025441999017,6.37332656662829,"9933","PUM3"
"203674_at",7.87756404362103,7.89157411356592,7.89250575021624,"9931","HELZ"
"201751_at",7.01616266326458,7.02484582915343,6.99142886042542,"9929","JOSD1"
"206364_at",3.81954657019759,3.79479475115835,3.80083099396552,"9928","KIF14"
"216205_s_at",4.8659676306569,4.98609822949827,4.94226856368805,"9927","MFN2"
"202651_at",8.1466563757181,6.47428094444281,6.39212118487571,"9926","LPGAT1"
"203026_at",7.25731424275226,6.46709496567649,6.5875098695187,"9925","ZBTB5"
"203117_s_at",6.67648452082863,5.99891201751091,5.97894286884029,"9924","PAN2"
"203959_s_at",7.69859084503485,7.60759929104029,7.64769031583318,"9923","ZBTB40"
"203906_at",7.2289420311781,8.13994896789683,7.74362958690623,"9922","IQSEC1"
"208632_at",5.46860577423757,5.18374781258019,4.93996362765376,"9921","RNF10"
"204301_at",7.51977305773398,7.46366672401132,7.64482760461648,"9920","KBTBD11"
"215696_s_at",7.0368901529114,6.85192060347041,6.58346914481111,"9919","SEC16A"
"201774_s_at",6.16279480729588,5.92982043020935,5.99661589392848,"9918","NCAPD2"
"202916_s_at",6.25221761120025,6.32624715338903,6.27659510138961,"9917","FAM20B"
"202986_at",8.12943034851989,8.44437187351375,8.1527862331434,"9915","ARNT2"
"214798_at",4.70165220777771,4.6807662483714,4.78004147711638,"9914","ATP2C2"
"201838_s_at",5.09990341554324,5.19222735637162,5.32155064840105,"9913","SUPT7L"
"215232_at",5.96069261962631,5.93099646612939,6.10680454891316,"9912","ARHGAP44"
"213096_at",7.65801311934669,7.26327118649429,7.04940256490737,"9911","TMCC2"
"203020_at",8.46970831313705,8.69975309132298,8.33260390029097,"9910","RABGAP1L"
"202870_s_at",4.75002866387977,4.45044446130091,4.82721077390291,"991","CDC20"
"202860_at",7.42387796640497,7.50768511628427,7.49695284443585,"9909","DENND4B"
"208841_s_at",7.78523814298337,8.11717649408418,7.77698740018535,"9908","G3BP2"
"217538_at",4.53151684372739,4.62536630378036,4.61100300778124,"9905","SGSM2"
"205115_s_at",5.28058656357738,5.33921627300265,5.69386209396979,"9904","RBM19"
"37408_at",7.40059860287238,7.36548983926881,7.46460875249136,"9902","MRC2"
"209794_at",7.04298893315898,7.76905705219992,7.55069939817515,"9901","SRGAP3"
"203069_at",8.08623646548702,9.40312332693479,9.14596678404928,"9900","SV2A"
"203967_at",3.99419874039335,4.11144201895512,4.06243834901234,"990","CDC6"
"205551_at",5.3183442755527,8.10990081862698,7.92860299946635,"9899","SV2B"
"201377_at",6.71127399005791,6.19261802864414,6.34414834368087,"9898","UBAP2L"
"201985_at",6.73986584295366,6.13058392592548,6.13309467833879,"9897","WASHC5"
"203656_at",7.44326618039038,7.77657177770012,7.62880649443852,"9896","FIG4"
"204308_s_at",8.21821283225635,7.56913836389014,7.67095257226424,"9895","TECPR2"
"204953_at",5.79266918909139,8.07043654903055,7.64610814166355,"9892","SNAP91"
"204589_at",9.62176895567452,9.76982688617756,9.65810170836078,"9891","NUAK1"
"213496_at",4.99654830961736,6.96463157709626,6.12810377220764,"9890","PLPPR4"
"213151_s_at",12.5417227623759,11.9515053067231,12.0935911965249,"989","SEPTIN7"
"201794_s_at",6.075558340798,6.0900966741577,6.16991329071222,"9887","SMG7"
"212651_at",5.7962164101916,5.51244074716803,5.36015528062285,"9886","RHOBTB1"
"209221_s_at",6.14293848871442,6.12377468838611,6.12377468838611,"9885","OSBPL2"
"205096_at",5.05419998778948,5.52361257543572,5.23999729270545,"9883","POM121"
"203387_s_at",6.09536745581575,6.4502854245738,6.34158912071075,"9882","TBC1D4"
"213261_at",5.01562944713504,5.3711787944244,5.44782200328912,"9881","TRANK1"
"205256_at",5.4122669072494,5.19891023215342,5.15124751601476,"9880","ZBTB39"
"222179_at",5.46165203069314,5.22870586923017,5.55485327132088,"988","CDC5L"
"202462_s_at",7.20581429385121,6.94326051748776,6.98398896744716,"9879","DDX46"
"201683_x_at",7.77497216716616,7.85411489882736,7.60701757334626,"9878","TOX4"
"212996_s_at",5.79607398738789,5.17090126369714,5.21285630816308,"9875","URB1"
"202606_s_at",7.35392701346422,7.79674629650242,7.57917007896326,"9874","TLK1"
"203620_s_at",7.1722069292815,7.12343750089867,6.83417795313202,"9873","FCHSD2"
"202128_at",6.29457402832139,5.66098760041242,5.6016795207875,"9870","AREL1"
"214109_at",5.12839362937202,5.03808962702957,5.18496497820173,"987","LRBA"
"203155_at",6.34236343470391,6.09002988128682,5.89128506403136,"9869","SETDB1"
"201512_s_at",5.36332893574552,5.56120447583828,5.45621816409177,"9868","TOMM70"
"201133_s_at",9.16013230577899,8.92967003762097,8.80311684923245,"9867","PJA2"
"213748_at",5.36882325294863,5.3782619870024,5.29415912023671,"9866","TRIM66"
"205150_s_at",7.55703272441423,6.95698995392387,6.73133165784678,"9865","TRIL"
"209737_at",8.69413903543196,8.79321909670168,8.4550881590316,"9863","MAGI2"
"202753_at",9.10987998141014,8.89343132432254,8.66783949796303,"9861","PSMD6"
"205953_at",5.16719155595915,4.67612302139111,4.92825204963976,"9860","LRIG2"
"203955_at",6.60758967491904,6.81043274476051,6.78098616146332,"9858","PPP1R26"
"213957_s_at",5.70673101576352,5.63088261299321,5.68888821298607,"9857","CEP350"
"204511_at",5.52055964824054,5.26644461728416,5.43912330730251,"9855","FARP2"
"202909_at",8.46877011302158,7.9294885825556,7.65903476485997,"9852","EPM2AIP1"
"204291_at",5.06337916559831,4.28933722211635,4.21058855063861,"9849","ZNF518A"
"205442_at",9.07111134624327,8.28111404816106,7.92391253581894,"9848","MFAP3L"
"212943_at",8.11119945937483,8.51543265865428,8.02122657287858,"9847","C2CD5"
"203853_s_at",9.5443932380375,8.50551391622678,8.70036624944182,"9846","GAB2"
"204513_s_at",8.62313203740982,8.18361349598154,8.03345362132088,"9844","ELMO1"
"203903_s_at",5.83539745367732,5.42610410349507,4.9914040632943,"9843","HEPH"
"212717_at",6.90301477558173,6.67937440620481,6.64542617378953,"9842","PLEKHM1"
"205340_at",6.6860818215569,6.33744938663962,6.02242407857274,"9841","ZBTB24"
"219724_s_at",4.65040423200452,5.06581769032846,4.9323137394114,"9840","TESPA1"
"203603_s_at",8.53137713883208,7.25820602865841,6.60190288732869,"9839","ZEB2"
"206102_at",4.33609922900723,4.27230181411902,4.28677828187478,"9837","GINS1"
"204012_s_at",6.69781518206274,6.41794848442759,6.1509477424675,"9836","LCMT2"
"206478_at",4.86471767298863,4.77929274525496,4.80691668421999,"9834","FAM30A"
"204825_at",5.27709920618636,5.2141954287036,5.34332928314163,"9833","MELK"
"205888_s_at",7.47884377436923,7.10528800178518,6.93202903226362,"9832","JAKMIP2"
"203148_s_at",4.16710332190131,4.3580628289432,4.36768114922943,"9830","TRIM14"
"203213_at",3.58141868574003,3.57013710199004,3.53795841709494,"983","CDK1"
"204720_s_at",10.9338071668851,10.3826444807663,10.0777508314161,"9829","DNAJC6"
"203169_at",5.48725880292105,5.41161297910347,5.32574119400776,"9827","RGP1"
"204434_at",7.44246814665905,7.52658193124577,7.48693627062205,"9825","SPATA2"
"203404_at",6.73780282653869,7.16484152964484,6.96132226403089,"9823","ARMCX2"
"202033_s_at",8.16200488041849,8.4731627830455,8.31301775934797,"9821","RB1CC1"
"36084_at",7.36990781310161,7.56416840606042,7.60925708862979,"9820","CUL7"
"204094_s_at",6.84570114556653,6.09141261202698,5.7390452507698,"9819","TSC22D2"
"204435_at",4.9531374820571,5.34976150755444,5.05647604340272,"9818","NUP58"
"202417_at",8.1804139755512,7.45810892318609,7.44462132334816,"9817","KEAP1"
"36545_s_at",4.10286539007278,4.12052262449662,4.14840145340725,"9814","SFI1"
"201778_s_at",9.63364034176028,9.22331893380093,9.18561168644711,"9813","EFCAB14"
"201977_s_at",5.46282740263218,5.51787772479763,5.21576186130989,"9812","DELE1"
"204303_s_at",6.57817484896655,6.7036201381115,6.47420705259474,"9811","CTIF"
"212439_at",7.19361419406233,7.27509618901144,7.1675718780032,"9807","IP6K1"
"202524_s_at",7.41249458264878,8.53342246784666,8.17634479330249,"9806","SPOCK2"
"201462_at",10.1134840951002,9.93468661127099,9.88888978403859,"9805","SCRN1"
"200662_s_at",9.27832039344848,9.26862251094942,9.05840004327905,"9804","TOMM20"
"214334_x_at",10.3531105997128,9.75260697048489,9.72102307342118,"9802","DAZAP2"
"203465_at",5.69041772610086,5.51811584426145,5.32703447908343,"9801","MRPL19"
"206833_s_at",7.99298869947851,8.06690895215481,7.78008866042142,"98","ACYP2"
"200851_s_at",9.12362040818098,8.45603494310286,8.50579753719326,"9798","IST1"
"203648_at",6.9295806452493,7.12875966037689,7.17274070773531,"9797","TATDN2"
"205325_at",5.30803000576673,6.24771111398554,6.17562902507895,"9796","PHYHIP"
"202360_at",7.22807771542979,7.1227811021402,7.07330870155742,"9794","MAML1"
"212832_s_at",8.32074718457088,8.32440018564635,8.23978420932804,"9793","CKAP5"
"202656_s_at",7.40189551603636,7.05668704420912,6.97526471507986,"9792","SERTAD2"
"201433_s_at",7.31091693782908,7.89619877388398,7.69485321824891,"9791","PTDSS1"
"203082_at",6.79548245774166,6.48192981396062,6.45904609899293,"9790","BMS1"
"201240_s_at",10.6223624193523,10.5344849166878,10.163639396107,"9789","SPCS2"
"203037_s_at",10.4394105586873,9.59063428373967,9.45450603551203,"9788","MTSS1"
"205631_at",6.93763501177082,6.60599955083824,6.82388767692814,"9786","KIAA0586"
"200991_s_at",8.04427464488097,7.7715571859815,7.85842093448612,"9784","SNX17"
"204730_at",5.25146929010887,8.34366989936726,7.97511773276227,"9783","RIMS3"
"204040_at",8.64425430938079,7.9973300466774,7.73446167832559,"9781","RNF144A"
"202771_at",5.71160022497959,5.49101256450575,5.64371548177605,"9780","PIEZO1"
"201814_at",8.39858863349816,8.52868523472345,8.33378611220579,"9779","TBC1D5"
"212441_at",8.84722332839289,8.65078552151169,8.44768959537654,"9778","KIAA0232"
"212194_s_at",5.2503291849466,5.17855519277624,5.16723910010022,"9777","TM9SF4"
"203364_s_at",8.22033030523159,7.84467715676096,7.76882389248945,"9776","ATG13"
"201303_at",7.75393440251822,7.71149475455882,7.62450294464141,"9775","EIF4A3"
"214499_s_at",4.90236776690297,4.60917680788994,4.430387125633,"9774","BCLAF1"
"204680_s_at",9.71748009901198,9.06789173525586,8.72644719801849,"9771","RAPGEF5"
"203185_at",9.89295464703694,8.96599340097545,9.12678947523671,"9770","RASSF2"
"204306_s_at",5.08707519205401,5.33587525418249,5.36190881169771,"977","CD151"
"202503_s_at",5.41232231361475,4.72927660172373,5.2657679434252,"9768","PCLAF"
"204866_at",5.27687959820332,4.83463489091788,4.89772040935547,"9767","JADE3"
"202181_at",7.9297055475951,7.64199564941631,7.7954963732724,"9766","SUSD6"
"203651_at",8.23271292364865,7.59219957370564,7.24346310146549,"9765","ZFYVE16"
"204546_at",7.1910751549756,8.67675244737874,8.54182810488894,"9764","KIAA0513"
"200616_s_at",7.41881877982671,7.37466144814154,7.03252093696567,"9761","MLEC"
"204529_s_at",4.11976315586726,4.4157285472591,4.23929182126443,"9760","TOX"
"202910_s_at",6.47283896169585,6.47283896169585,6.42223798579151,"976","ADGRE5"
"204225_at",6.34773316091021,6.03332558707546,6.15057012943571,"9759","HDAC4"
"203419_at",6.54659959976219,6.58753354223844,6.50744150333491,"9757","KMT2B"
"208205_at",4.56180150746129,4.58689311955506,4.85489693866374,"9752","PCDHA9"
"205104_at",5.67196049016175,6.64341607769722,6.64231467808049,"9751","SNPH"
"206707_x_at",5.52727483283248,5.73858591553997,5.41709832035723,"9750","RIPOR2"
"200675_at",9.6652994302196,9.2750355158933,9.25801653288236,"975","CD81"
"204048_s_at",5.64484493873402,5.49337380590724,5.59081300091168,"9749","PHACTR2"
"206874_s_at",7.28722317464846,6.49260978417674,6.32002080523586,"9748","SLK"
"212981_s_at",4.08076107062156,4.47533483294673,4.04147996868111,"9747","TCAF1"
"206403_at",10.1056004708028,8.56977151587804,8.63504898405706,"9745","ZNF536"
"203431_s_at",4.60173731886111,4.93633158826154,4.97487685339787,"9743","ARHGAP32"
"200673_at",9.15133046455809,9.05230955210006,8.81036456432331,"9741","LAPTM4A"
"204662_at",9.33374546317745,8.90134570993288,8.6493822478306,"9738","CCP110"
"204793_at",7.42428497553672,8.18488297670425,7.89331008706827,"9737","GPRASP1"
"207365_x_at",8.49292026815174,8.28467750342664,8.34766075491546,"9736","USP34"
"206316_s_at",4.01793244450986,3.96676015338768,4.07227597113675,"9735","KNTC1"
"205659_at",5.78919453456541,5.41669343524499,5.55014074470669,"9734","HDAC9"
"200069_at",6.71311369589307,5.78476290969714,5.88270277151266,"9733","SART3"
"205003_at",9.15406452619103,8.77701482594371,8.42286111963207,"9732","DOCK4"
"204074_s_at",7.76798216410877,7.53230284589821,7.81355285197706,"9731","CEP104"
"212451_at",10.4707391188969,9.84011102848357,9.45558309117205,"9728","SECISBP2L"
"203933_at",6.01682033908512,5.87681011229726,6.10172469143585,"9727","RAB11FIP3"
"202699_s_at",7.80888976402163,7.03175200747271,7.16553371070091,"9725","TMEM63A"
"209619_at",8.61834683010519,9.66590666090883,9.66590666090883,"972","CD74"
"210169_at",9.14205979331291,8.2278807588375,8.23484922146435,"9717","SEC14L5"
"212584_at",5.78630373983217,5.62425727241778,5.67514379298463,"9716","AQR"
"205368_at",7.03014524190984,6.20115134494674,6.04538733699413,"9715","FAM131B"
"204761_at",4.38606906479277,4.42195841106768,4.46383169636079,"9712","USP6NL"
"212735_at",5.95202035896617,6.01705890316419,6.23947851379182,"9711","RUBCN"
"203288_at",7.45779147688714,6.3468673190404,6.39410241544024,"9710","KIAA0355"
"217168_s_at",8.31011199095814,8.34119591321295,8.11132448858915,"9709","HERPUD1"
"210368_at",5.71114997283388,5.43113174755878,5.45643489043237,"9708","PCDHGA8"
"204063_s_at",7.49533540878204,6.78495350788022,6.50735942490581,"9706","ULK2"
"206135_at",9.43156493613952,7.59113390646096,7.59030432041437,"9705","ST18"
"201729_s_at",6.717787222284,6.40623895150411,6.65210361439955,"9703","KIAA0100"
"203492_x_at",4.99499290520691,4.99499290520691,4.91968646586365,"9702","CEP57"
"202792_s_at",6.16542626712989,6.11804094472322,6.28487606276094,"9701","PPP6R2"
"38158_at",6.41920483921196,6.33275290523578,6.577300137387,"9700","ESPL1"
"205260_s_at",5.30865718523972,5.33785476571331,5.01203489721555,"97","ACYP1"
"206137_at",6.61667549329243,7.68367380964711,7.91854540714144,"9699","RIMS2"
"201166_s_at",10.1026390680957,10.1309678628323,9.9749030348846,"9698","PUM1"
"202369_s_at",5.85342516289713,5.84547325036513,5.74517891707488,"9697","TRAM2"
"203279_at",5.86553090221474,5.7596176521523,5.72809639866887,"9695","EDEM1"
"203584_at",9.29768452756119,8.3622312421113,8.26901055131864,"9694","EMC2"
"203097_s_at",8.8428468947791,8.80551573133466,8.60801454174393,"9693","RAPGEF2"
"201817_at",5.70984206101172,5.62406698630534,5.5757494435793,"9690","UBE3C"
"209795_at",3.61167363934146,3.89340138144994,3.93916510000915,"969","CD69"
"200777_s_at",8.38317608983838,7.97237839628357,7.54822260892154,"9689","BZW1"
"202188_at",6.5415653190542,6.34620400183952,6.70590716357764,"9688","NUP93"
"210855_at",5.26276886215435,5.33653079638847,5.08707519205401,"9687","GREB1"
"212399_s_at",7.03172944696497,6.80583812001663,6.88672592403886,"9686","VGLL4"
"201769_at",6.71660646352207,6.79792628397234,6.46241594772495,"9685","CLINT1"
"32062_at",4.47170589663388,4.54107796556714,4.46500083607692,"9684","LRRC14"
"48612_at",8.90472057834659,9.02893332256893,9.09719866532704,"9683","N4BP1"
"203205_at",7.06196654431491,6.79828726126364,6.97566099108882,"9682","KDM4A"
"203206_at",6.07324215002252,5.93668056940648,5.93668056940648,"9679","FAM53B"
"219231_at",5.71843735480825,5.67541756754213,5.65818476442196,"96764","TGS1"
"212898_at",5.44981835933916,5.05734220335386,5.05215775938681,"9675","TTI1"
"32091_at",7.70823922435076,7.42347070342553,7.42639032011543,"9673","SLC25A44"
"202898_at",6.98417984978461,7.05696190153121,7.02515352914199,"9672","SDC3"
"203546_at",7.92571410167831,6.97012207612079,7.42059693545397,"9670","IPO13"
"200663_at",10.0665450172268,9.99413801050281,9.90621897931584,"967","CD63"
"201027_s_at",7.22059212300238,6.61831089845804,6.66016920162686,"9669","EIF5B"
"219848_s_at",5.34775416715886,4.84095959809415,5.12064387429783,"9668","ZNF432"
"32099_at",6.4510803916651,6.10152248599489,6.20347641239389,"9667","SAFB2"
"213186_at",5.79744064148581,5.9266693881868,5.59582705879458,"9666","DZIP3"
"202386_s_at",5.52011146857578,5.61727255943491,5.36340911460739,"9665","MARF1"
"202459_s_at",5.34088247313967,5.78644845905401,5.7421095345143,"9663","LPIN2"
"206003_at",4.80692974220522,4.2342603688518,4.52218972892571,"9662","CEP135"
"200983_x_at",6.72044485435494,8.23506393986019,8.04767153214037,"966","CD59"
"210305_at",4.41309239827503,4.68154160688046,4.47332361279008,"9659","PDE4DIP"
"203604_at",4.67336978287369,4.63969073868106,4.52331103885209,"9658","ZNF516"
"203062_s_at",6.33467168468938,5.66536796764815,5.93235067832349,"9656","MDC1"
"208127_s_at",5.43775245150043,5.18818623321787,5.03944730346148,"9655","SOCS5"
"203703_s_at",4.56081326975,4.61727153615963,4.43684360697348,"9654","TTLL4"
"203284_s_at",4.97079777976711,4.9608186862327,4.73393434200149,"9653","HS2ST1"
"203049_s_at",7.13215876690957,6.47947311076462,6.23673541449081,"9652","TTC37"
"203208_s_at",6.3805752651932,5.95805738873993,5.9057744459035,"9650","MTFR1"
"205173_x_at",5.4233496860354,5.88671838702348,5.71937175605887,"965","CD58"
"204199_at",7.05463364632949,6.96193412178672,6.72214969128222,"9649","RALGPS1"
"202832_at",6.91228053416462,7.50551175648429,7.18890036928434,"9648","GCC2"
"37384_at",6.41810251442484,6.7407121141397,6.76248579984627,"9647","PPM1F"
"202060_at",6.31628825987507,5.99395540704796,5.77360760668484,"9646","CTR9"
"212473_s_at",6.09412794695351,8.34087690653273,7.94976193852595,"9645","MICAL2"
"213252_at",7.17572048576349,6.64526500568946,6.8634816401303,"9644","SH3PXD2A"
"201994_at",10.2803510454982,10.380977607706,10.2676848632396,"9643","MORF4L2"
"214398_s_at",5.11047742003235,5.0425691596413,5.26441138752606,"9641","IKBKE"
"204473_s_at",6.11334953264848,5.7090150381114,5.67797702531924,"9640","ZNF592"
"216620_s_at",8.41452494318372,8.33211482224046,8.2619330024649,"9639","ARHGEF10"
"203562_at",12.5616239136886,11.942096017892,11.8575473793977,"9638","FEZ1"
"202305_s_at",9.61046258597802,9.05200876761657,9.12362044817556,"9637","FEZ2"
"205483_s_at",6.30994188836806,6.71568954682523,6.72960186243831,"9636","ISG15"
"206165_s_at",4.24710519088475,4.14830029111273,3.98719430527741,"9635","CLCA2"
"202361_at",6.99862570401074,6.51156355880674,6.53600174326552,"9632","SEC24C"
"220108_at",5.05020944418151,5.19748922649693,5.38949352191093,"9630","GNA14"
"203416_at",7.67071668008884,8.84085541235488,8.80933590709692,"963","CD53"
"219511_s_at",6.30124519283847,6.5314121176848,6.39362213492669,"9627","SNCAIP"
"205986_at",8.96258269818436,8.60099926104086,8.75428326486475,"9625","AATK"
"204118_at",5.72329322182701,5.92345307693393,6.08272110673789,"962","CD48"
"211113_s_at",5.56134228476612,5.54553645182202,5.41186588924859,"9619","ABCG1"
"202871_at",6.37310865246717,6.3970681251238,6.20649230314445,"9618","TRAF4"
"219822_at",4.67970976506163,4.63102948126083,4.45881599098453,"9617","MTRF1"
"218286_s_at",5.53749728105504,5.54299902839259,5.41528404886274,"9616","RNF7"
"207760_s_at",7.99526371954526,7.78075214723104,7.927218293353,"9612","NCOR2"
"200854_at",7.40757036247944,7.04195294571313,6.95028206838975,"9611","NCOR1"
"205211_s_at",6.12190037434044,6.38006288481594,6.36027886424014,"9610","RIN1"
"211075_s_at",8.29867383921196,7.71496728127273,7.54247196694587,"961","CD47"
"201823_s_at",5.04214005980185,5.03777237735958,5.00037369934962,"9604","RNF14"
"208658_at",6.54797400622487,6.09141261202698,5.57149874351971,"9601","PDIA4"
"210916_s_at",5.07525986306521,5.12090393497683,5.15000377449931,"960","CD44"
"220263_at",4.63132079987366,4.71375041010262,4.9816798385073,"9597","SMAD5-AS1"
"209606_at",4.09322708469314,4.21104464325227,4.10611023887209,"9595","CYTIP"
"202081_at",7.66457149282276,7.33299776958076,7.62588787401724,"9592","IER2"
"210517_s_at",5.0522094680472,6.56853521483796,6.52192816305196,"9590","AKAP12"
"203137_at",6.85195329489636,6.64324886960644,6.74606575225872,"9589","WTAP"
"200844_s_at",9.68137815056882,9.41282490278294,9.44610520559175,"9588","PRDX6"
"203094_at",6.40475415974239,6.41041935468265,6.40475415974239,"9587","MAD2L1BP"
"207941_s_at",9.00389628078567,8.33920500347654,8.05041289479848,"9584","RBM39"
"204076_at",6.53321024090672,6.8702976220287,6.90850804758311,"9583","ENTPD4"
"212215_at",9.61163302467282,9.84095783184863,9.36754345090465,"9581","PREPL"
"38918_at",5.12108464352478,5.10389334548965,5.20568006777174,"9580","SOX13"
"35150_at",7.28719199312559,7.38410444686568,7.2941683705943,"958","CD40"
"217849_s_at",6.20265537999606,5.78900418122075,5.86005880246769,"9578","CDC42BPB"
"205550_s_at",7.50078353972991,7.82165719597605,7.64678818722101,"9577","BABAM2"
"210033_s_at",4.06703364715775,3.99380190237835,4.23305407286399,"9576","SPAG6"
"204980_at",6.22022624592533,6.12544423090158,6.53179212772515,"9575","CLOCK"
"213207_s_at",4.95565647655045,5.06095140098999,5.12810606827108,"9570","GOSR2"
"218412_s_at",6.88325267425499,6.892803513463,7.12871485645172,"9569","GTF2IRD1"
"209991_x_at",5.67970578882822,7.16920078388742,6.55426730263149,"9568","GABBR2"
"221892_at",6.75354059210658,6.72289631133017,6.72880480677711,"9563","H6PD"
"209585_s_at",4.15436685011172,4.11124591387739,4.10734076831357,"9562","MINPP1"
"201807_at",9.04178201504222,8.99200457466244,8.76958004432849,"9559","VPS26A"
"212539_at",8.25645423681107,7.54023577190014,7.84063973961611,"9557","CHD1L"
"202279_at",7.24942810915274,8.92644559552205,8.6296948901932,"9556","ATP5MPL"
"207168_s_at",8.65377263503462,8.80540143985167,8.52952729661578,"9555","H2AFY"
"214257_s_at",8.06950858507869,8.19630650443471,7.85431231752073,"9554","SEC22B"
"203781_at",7.34163049913884,7.65946245193563,7.30132025974027,"9553","MRPL33"
"200053_at",8.35164872246087,8.10539309979472,8.36296957043949,"9552","SPAG7"
"208737_at",8.6095194273989,8.8461313295403,8.75711549892602,"9550","ATP6V1G1"
"218002_s_at",4.84723950915354,6.67691135136179,6.47976257588464,"9547","CXCL14"
"215148_s_at",6.2964225312421,5.6044841590912,6.03890705108788,"9546","APBA3"
"206879_s_at",4.31717097128963,4.54514857210497,4.53144110874519,"9542","NRG2"
"210609_s_at",5.10079910831777,5.18206735389193,5.4255142307548,"9540","TP53I3"
"208289_s_at",7.58736891355694,7.41728745836098,7.37942721652662,"9538","EI24"
"210367_s_at",6.18422345453662,6.31799841015807,6.29942212334446,"9536","PTGES"
"204220_at",6.00938698719757,6.63041957641286,6.72687846947281,"9535","GMFG"
"209317_at",6.04655501520981,5.97108126677814,5.92147530165418,"9533","POLR1C"
"209406_at",4.11002587424111,4.11068865605855,4.06386841078611,"9532","BAG2"
"217911_s_at",6.16803696539468,6.7296533832725,6.43951107767812,"9531","BAG3"
"207691_x_at",4.63129950905301,5.06262662036458,4.9760424863551,"953","ENTPD1"
"202985_s_at",8.10463825219335,7.70594837859523,7.63495770309994,"9529","BAG5"
"200620_at",10.4981058021109,10.1604149053126,9.79036479199781,"9528","TMEM59"
"213021_at",5.0531201941155,4.8644956613948,4.99948755842785,"9527","GOSR1"
"218171_at",8.61482705339194,7.88560881953562,7.55709625639911,"9525","VPS4B"
"208336_s_at",8.68752822021231,8.42708820315114,8.22250850036004,"9524","TECR"
"212425_at",6.00916647096284,6.02773942368014,5.84896850539771,"9522","SCAMP1"
"204905_s_at",7.25964957349688,7.35772306688205,7.09353888006209,"9521","EEF1E1"
"201454_s_at",6.59425917663934,6.632919268061,6.45476334937968,"9520","NPEPPS"
"208398_s_at",5.53666957476062,5.97351462069806,5.64908785754359,"9519","TBPL1"
"221577_x_at",4.4369972089931,4.47858052891309,4.49108028243444,"9518","GDF15"
"203127_s_at",7.2920995340626,6.90614079114506,6.96994720407809,"9517","SPTLC2"
