"","GSM317711.CEL","GSM317712.CEL","GSM317713.CEL","GSM317714.CEL","GSM317715.CEL","GSM317716.CEL","GSM317717.CEL","GSM317718.CEL","GSM317719.CEL","GSM317720.CEL","GSM317721.CEL","GSM317722.CEL","ent_gene","symbol_limma"
"34387_at",6.64078178737659,7.7307358886426,7.14293819340768,7.12065773932351,6.70019750032911,5.9179362501655,6.86178566331658,7.27979117808019,7.24132896935199,7.6057620504495,7.63197908849456,7.36954096594967,"9926","LPGAT1"
"34395_at",10.3283892678598,11.7546349532559,10.7397088767258,10.8632743051797,11.0254325934621,10.1763710016713,10.6542930012506,10.2734833607292,10.366125777678,10.2535391974493,10.4173478198603,10.2066038596511,"9925","ZBTB5"
"34801_at",8.63541274853458,8.87924708752435,9.22624814209272,9.01639518585242,9.33927810647453,8.49276420954663,8.71698130255813,8.36692721377146,8.05438017680006,8.29256642798351,8.06542160045449,8.17800467857072,"9924","PAN2"
"35990_at",9.33234639187266,9.19613166922327,9.44407556152907,9.65121891902985,9.72670544303832,10.1218894879768,9.72242930683592,9.39289799551127,9.47064903157119,9.13753576621402,9.37530775478636,9.44461909559298,"9923","ZBTB40"
"34831_at",8.55549543266602,8.581686470403,8.54794937407753,8.43387010518059,8.46932508432979,8.77878116881401,8.67440857883916,9.20311519641152,9.92443921655885,9.92577983351384,9.76604652574024,9.58027839018466,"9922","IQSEC1"
"34883_at",8.43514108582587,8.53241487646089,8.64399954235347,8.87525892350825,8.63719102444511,8.18058334885183,8.88874463316513,8.59811655606888,8.46033432696336,8.3357177364501,8.22457964399694,8.13673837162666,"9921","RNF10"
"36453_at",8.52160296226336,9.13010345582738,10.2008980958745,8.55072692683956,10.9602724786519,8.56393966630932,9.60244900445075,10.952271482995,11.4427376071779,11.0036936941792,11.4099571055554,10.974568179559,"9920","KBTBD11"
"35313_at",11.1391629257584,11.5935292590749,11.1998338892329,11.3230445746508,11.3172210978151,10.9169392811745,11.6166717695411,11.017254104292,11.2190162553799,11.0915848006137,11.0339928710314,11.0364775155221,"9919","SEC16A"
"35314_at",8.58716417446388,9.48642040830471,8.95425725268765,9.06224100792912,8.56414260219262,8.30090200193832,8.93323587348551,7.78786231217236,7.98729790496822,7.95218042036191,7.92991257754899,8.08743712665747,"9918","NCAPD2"
"35318_at",9.06516472177996,9.38680562023965,8.96901401088306,9.0990305058985,8.45882278466427,7.90539974333615,8.85521515892362,9.4285319520873,9.90385104022693,9.46587476576837,9.48683066659772,9.54830245658627,"9917","FAM20B"
"35352_at",9.06999029057128,12.1344917977834,10.7811054980544,8.97237733323752,11.9422636978425,10.1449347188638,10.8123051155534,11.9198519063159,11.9665004468697,11.8851909130453,12.0755501781282,11.7839732386936,"9915","ARNT2"
"35370_at",7.20226564184251,7.69103034966099,7.04418003701478,7.1112524785941,7.30811339880542,7.32344553067502,7.31027091068666,7.10283441887168,7.35805869330753,7.3126445759063,7.39873277818424,7.44675855673397,"9913","SUPT7L"
"36556_at",7.96948005627058,7.98439553448423,7.66292869922013,7.85324488126781,7.73312209892239,8.47319972465407,7.80953379181775,8.66256324967334,8.93198182748993,9.5671066360968,9.39135155097425,9.27122959858067,"9912","ARHGAP44"
"34445_at",9.74021405124282,10.3815631201339,10.469107672646,9.28564422509178,10.3189424216677,9.2000660981966,10.3387588355597,11.3041647045488,11.5044773256669,11.0873801872635,11.781734932505,11.5474406437313,"9910","RABGAP1L"
"38414_at",9.76628338191197,10.6742259230971,10.0701807860386,10.3701724289474,10.3539939162071,9.73282447613539,10.236756456714,9.77303936597419,9.66572882191137,9.47393668555236,9.40945781148217,9.41828447341179,"991","CDC20"
"35786_at",9.34133597088121,9.93321945022605,9.73977372814232,9.78436955260988,9.57980886842013,9.37669589906888,9.80188951847438,9.57837938509512,9.84067713961629,10.2490484233164,10.5131724783089,10.2936727914911,"9909","DENND4B"
"35793_at",10.6651822967713,11.4485294622035,11.2773803597131,11.3443172162069,11.4685569873764,9.99193663225031,11.5710249250748,11.4868323140141,11.9737462073867,11.9726564611339,12.4921363346122,12.3908981223891,"9908","G3BP2"
