"","GSM525014.CEL","GSM525015.CEL","GSM525016.CEL","ent_gene","symbol_limma"
"203906_at",9.84788498550193,9.82277641781909,9.65684791949724,"9922","IQSEC1"
"208632_at",8.00850507470132,7.51553257251041,8.03901604576891,"9921","RNF10"
"204301_at",9.64054002705075,9.5917214768123,9.85237767525919,"9920","KBTBD11"
"215696_s_at",8.21865117654013,8.320537256792,8.32957639375976,"9919","SEC16A"
"201774_s_at",6.19455416448718,5.56050715766965,6.67488173180134,"9918","NCAPD2"
"202916_s_at",8.23553445713464,8.12389027677089,8.03184743515333,"9917","FAM20B"
"202986_at",9.65243796136492,9.85046315234717,9.69934668209102,"9915","ARNT2"
"214798_at",6.20416320409228,5.99350493711991,5.87932187720042,"9914","ATP2C2"
"201838_s_at",7.02664320704423,7.30282581287249,7.13101025910963,"9913","SUPT7L"
"205414_s_at",8.91682107973987,8.34764800005833,8.32548691278678,"9912","ARHGAP44"
"213096_at",8.31673905814708,8.30041135492812,8.72471128580249,"9911","TMCC2"
"203020_at",9.47578535175006,9.51316853497976,9.53055149640277,"9910","RABGAP1L"
"202870_s_at",5.16189461955998,4.77114333750069,6.05245292542132,"991","CDC20"
"202860_at",7.85412103326869,7.66683458397907,7.91177561339154,"9909","DENND4B"
"208841_s_at",10.3213997829133,10.374007386631,9.72706930355362,"9908","G3BP2"
"217538_at",4.67072693658477,4.81081524121461,4.94252950355461,"9905","SGSM2"
"205115_s_at",5.47858638907532,5.26223311731939,5.5746191867501,"9904","RBM19"
"203068_at",7.02091828586256,7.09466518568028,7.4077359429057,"9903","KLHL21"
"37408_at",7.12174661936581,6.62454874271622,7.16308678727213,"9902","MRC2"
"209794_at",9.54272770403727,9.11283368586337,9.23626573723631,"9901","SRGAP3"
"203069_at",9.43438089579393,9.13337615302784,9.13831555955752,"9900","SV2A"
"203968_s_at",5.09771032657647,5.10168534037052,4.87333655113374,"990","CDC6"
"232426_at",9.6770154612572,9.12373432579646,8.99966746891029,"9899","SV2B"
"201378_s_at",7.89358268476839,7.77978563134261,8.00721999647712,"9898","UBAP2L"
"201985_at",6.92920913350344,7.07057120859854,7.92226377703254,"9897","WASHC5"
"203656_at",8.57222916529281,9.29898451305467,9.17464990833662,"9896","FIG4"
"204307_at",7.75922460149322,7.57603839409934,7.48111323271265,"9895","TECPR2"
"209528_s_at",6.60165155457993,6.76829382658019,6.68829198654224,"9894","TELO2"
"204953_at",10.4118957308183,10.5965488634839,10.1464418289688,"9892","SNAP91"
"204589_at",10.5884317913393,10.2565420353488,10.3239579934716,"9891","NUAK1"
"213496_at",10.3132519103795,10.1159707265681,9.37077432273266,"9890","PLPPR4"
"1565823_at",7.75597455844417,8.34388927848349,7.70350529835466,"989","SEPTIN7"
"204799_at",5.23058822099599,5.07469471519226,5.47777153732897,"9889","ZBED4"
"217189_s_at",5.11157120887155,5.1158541963371,5.00474149550852,"9887","SMG7"
"212651_at",6.46441787400341,6.36136585757103,7.13552732989105,"9886","RHOBTB1"
"209221_s_at",7.74788123299762,7.75568728539493,8.20127187130605,"9885","OSBPL2"
"205096_at",5.6118490897909,6.09504732071386,5.53384507181921,"9883","POM121"
"203387_s_at",7.52916771171472,7.92657511872409,7.55841479678473,"9882","TBC1D4"
"213261_at",6.42196175364853,6.40772907950134,6.3802197385566,"9881","TRANK1"
"205256_at",6.01695225576662,6.00120236097988,6.32820312654364,"9880","ZBTB39"
"209057_x_at",8.30475322467892,8.50023880338505,7.88086344054896,"988","CDC5L"
"202462_s_at",9.05167956730865,8.94510412377908,9.07148777021278,"9879","DDX46"
"201685_s_at",8.98327544680126,8.53819032235792,8.68613498635164,"9878","TOX4"
"212996_s_at",7.37578037140553,6.95591620687626,7.6340391273142,"9875","URB1"
"244389_at",5.51813250916818,5.47299538511793,5.15205044508179,"9874","TLK1"
"1554360_at",6.91665664164702,6.49557299465301,7.13876996642559,"9873","FCHSD2"
"202375_at",5.00523217530663,5.02438929603523,4.68250398071836,"9871","SEC24D"
"202128_at",8.24344371867853,8.07295016548047,8.35065704065442,"9870","AREL1"
"214109_at",5.70417026400032,5.66109866130611,6.10475898526502,"987","LRBA"
"203155_at",7.04458179395475,6.95754349108145,7.55902349069249,"9869","SETDB1"
"201519_at",10.2771615975633,10.1570858560279,10.2855694103151,"9868","TOMM70"
"201133_s_at",10.5422272861789,10.8104364164997,10.4217333120996,"9867","PJA2"
"229466_at",6.30611725749248,6.07347160176623,6.17062130492058,"9866","TRIM66"
"205150_s_at",8.3930962383535,8.53065805700272,8.92912487810347,"9865","TRIL"
"209737_at",9.49006634712311,9.65505506170719,9.82100933596003,"9863","MAGI2"
"202753_at",10.8621921639937,10.891810400957,10.7516508260887,"9861","PSMD6"
"205953_at",6.71672303331202,6.24721266970931,6.7871916434787,"9860","LRIG2"
"203955_at",7.65349780710146,7.49552010517477,7.81681393958782,"9858","PPP1R26"
"213956_at",5.45001634705499,6.32457453529799,6.43847419930545,"9857","CEP350"
"206017_at",7.71662905609472,7.83577104592857,7.49190843253236,"9856","KIAA0319"
"242857_at",5.87816216442314,5.60217200477364,6.73065847658237,"9855","FARP2"
"204757_s_at",7.31711286929812,7.20668635284222,7.01897187661588,"9854","C2CD2L"
"227847_at",9.98425779570834,9.95026685919879,9.94571894513478,"9852","EPM2AIP1"
"204711_at",7.28554453104654,7.42072444826477,7.13759081200719,"9851","KIAA0753"
"244132_x_at",4.95565506989219,5.89852976781806,5.6324566925649,"9849","ZNF518A"
"205442_at",9.65678037861238,9.78354247535254,10.6258982786452,"9848","MFAP3L"
"212943_at",9.48220361842209,9.53026668938013,9.39799616755984,"9847","C2CD5"
"203853_s_at",8.88466688196749,8.74412032120154,9.91606776023631,"9846","GAB2"
"204513_s_at",9.56098331336458,9.3061432374991,9.56270709891333,"9844","ELMO1"
"203903_s_at",7.13402781118295,7.15114597393429,7.42625776666824,"9843","HEPH"
"212717_at",7.75021338590445,7.91234418834481,7.998960818444,"9842","PLEKHM1"
"205340_at",7.63567019041873,7.09191906873165,7.56512843537031,"9841","ZBTB24"
"222920_s_at",8.29775096832769,7.553746090317,6.62424513354575,"9840","TESPA1"
"228333_at",9.23311739705488,9.26730416487648,9.78954004170074,"9839","ZEB2"
"206102_at",6.92314389291889,7.29554993400849,6.68395334332412,"9837","GINS1"
"204012_s_at",8.1435004339591,8.26111409977853,8.45779192257139,"9836","LCMT2"
"206478_at",4.47501265568195,4.50309723408124,4.56894990356419,"9834","FAM30A"
"204825_at",5.38055120994513,5.35958397952889,5.63811147447428,"9833","MELK"
"205888_s_at",8.5268950435732,8.36454546923653,8.67012501162279,"9832","JAKMIP2"
"206188_at",5.99428881827934,5.92973246452985,5.84441566508057,"9831","ZNF623"
"203147_s_at",6.13738701217572,6.45413677036541,6.15251917191829,"9830","TRIM14"
"210559_s_at",4.86651552317366,4.72819409422601,4.77204596321944,"983","CDK1"
"204721_s_at",5.61138053842398,5.2456697704584,4.863402043158,"9829","DNAJC6"
"203756_at",7.97810660873218,7.90012736266346,8.07009536881047,"9828","ARHGEF17"
"203169_at",7.43040797923223,7.42604373020419,7.58390233813286,"9827","RGP1"
"202914_s_at",5.58463400946433,5.37809174647181,5.32494356916718,"9826","ARHGEF11"
"204434_at",8.83780662168049,8.46537861744832,8.58871873897773,"9825","SPATA2"
"203404_at",9.43325749801717,9.4631604968206,9.18246017464258,"9823","ARMCX2"
"202033_s_at",9.91180957921031,10.4110999285514,9.88674236623645,"9821","RB1CC1"
"36084_at",6.96752575506023,6.73908118162254,6.92020410696481,"9820","CUL7"
"240557_at",7.02321293283219,6.95754349108145,6.56548666696498,"9819","TSC22D2"
"241425_at",4.94456075287694,5.46921376623606,4.92301810651449,"9818","NUP58"
"202417_at",7.8762379514414,7.92950789016013,8.50954858301321,"9817","KEAP1"
"225558_at",8.47158483759417,8.56262538305675,9.13312346663987,"9815","GIT2"
"213431_x_at",6.32093583580367,6.08592237918313,6.12415430611795,"9814","SFI1"
"201777_s_at",5.51126134631231,5.9084793547999,6.21696528854266,"9813","EFCAB14"
"227056_at",6.39557295313521,6.37457047364593,6.91794728115652,"9812","DELE1"
"204303_s_at",7.29981266076972,6.90529533484756,7.12310425242592,"9811","CTIF"
"206845_s_at",7.35797513118541,7.12178556919041,7.47354240673345,"9810","RNF40"
"212439_at",8.34416937899867,8.26085192382069,8.4658671978931,"9807","IP6K1"
"202523_s_at",7.38873599237663,6.98326351026379,6.99559091107762,"9806","SPOCK2"
"201462_at",11.1690004923644,10.9699982548685,11.2680197040958,"9805","SCRN1"
"200662_s_at",11.9288881299771,11.8627068939881,11.6330234316213,"9804","TOMM20"
"214334_x_at",10.2908626548557,10.5984827384554,10.5111599827211,"9802","DAZAP2"
"203465_at",7.80729530345216,7.54315186496572,7.72223405700226,"9801","MRPL19"
"206833_s_at",9.3987766880856,9.1610149251826,9.49596180720506,"98","ACYP2"
"1562848_at",4.40450616064416,4.48453432208237,4.47779404821771,"9798","IST1"
"203648_at",8.99212539662998,8.68102191898719,8.88301099624767,"9797","TATDN2"
"205325_at",9.52299739164881,9.5859072394658,9.45231577912979,"9796","PHYHIP"
"202360_at",7.75360815694778,7.73252804738677,8.05459078259036,"9794","MAML1"
"212832_s_at",8.26870205509735,8.28910343812556,8.36896271023635,"9793","CKAP5"
"202657_s_at",8.01706085437813,7.79656573755162,8.15333504767473,"9792","SERTAD2"
"201433_s_at",9.70347946466117,9.67625990951802,9.52939958613777,"9791","PTDSS1"
"203082_at",7.72714718858064,7.54893131301924,7.94693721758432,"9790","BMS1"
"201240_s_at",11.7675735114131,11.9073810001961,11.8176586783381,"9789","SPCS2"
"210359_at",4.30083204660179,4.40538758615471,4.40224315685527,"9788","MTSS1"
"203764_at",3.81221416425344,3.64494038196591,4.01990604745567,"9787","DLGAP5"
"205631_at",6.70335767506093,6.66451773309973,6.78105652400565,"9786","KIAA0586"
"209178_at",7.01054179754662,7.36350734183024,7.35198518096709,"9785","DHX38"
"200991_s_at",9.55942134096106,9.37274474905456,9.56196281272349,"9784","SNX17"
"204730_at",10.9685135704673,10.8957303070457,10.6993649135232,"9783","RIMS3"
"242260_at",4.47702271740458,4.59802179672532,4.74113897638833,"9782","MATR3"
"204040_at",8.31818949382066,8.01708711854463,9.01654001114727,"9781","RNF144A"
"1566110_at",6.91401494481858,6.75165641143191,6.60686626335054,"9780","PIEZO1"
"201813_s_at",7.02296155856326,7.35759360986825,7.39943089767753,"9779","TBC1D5"
"232366_at",7.71538120034903,7.30128234073439,7.15345346846634,"9778","KIAA0232"
"212194_s_at",6.20106014956725,6.15964110962134,6.25817020468032,"9777","TM9SF4"
"203363_s_at",7.40710623876425,6.97185944601561,7.52423984483998,"9776","ATG13"
"201303_at",8.68019898943165,8.84167521039152,8.8166614434112,"9775","EIF4A3"
"214499_s_at",6.4603695008653,6.76840361097129,6.22436526022383,"9774","BCLAF1"
"204681_s_at",10.0661666856364,9.23591999144323,11.0632773303976,"9771","RAPGEF5"
"203185_at",9.22539225569308,9.23755829085649,11.1053148962066,"9770","RASSF2"
"204306_s_at",7.07505960758589,6.80426979766166,7.1717773464112,"977","CD151"
"211713_x_at",4.48645004305984,4.79011016198473,4.84553038531571,"9768","PCLAF"
"204866_at",5.90855336115531,5.73889310090823,7.30548628226894,"9767","JADE3"
"202181_at",8.63520610151517,8.42208162033565,8.60121494535868,"9766","SUSD6"
"1555982_at",6.56481350184062,7.24821267875149,6.79732679752768,"9765","ZFYVE16"
"204546_at",10.0796990177942,10.1605335567458,9.86740880605182,"9764","KIAA0513"
"204447_at",9.23951984712529,9.22282737557013,8.79550256377888,"9762","LZTS3"
"200617_at",8.53828582898848,8.37031753373698,9.00751981227562,"9761","MLEC"
"204530_s_at",6.6475420307606,6.38399976668965,6.15290065774213,"9760","TOX"
"202910_s_at",6.06427038427392,6.36123754933647,6.88360828146756,"976","ADGRE5"
"228813_at",7.91299457723431,7.81185937658938,8.42130012693579,"9759","HDAC4"
"215052_at",7.68487625059231,7.39428466510568,7.09831035456461,"9758","FRMPD4"
"203419_at",6.74721909654706,6.67712729442018,7.01300638460978,"9757","KMT2B"
"206868_at",6.71272649133009,6.68480706856486,6.43812353066875,"9754","STARD8"
"206507_at",5.56549047279025,5.93155372292765,6.35830206331792,"9753","ZSCAN12"
"208205_at",5.33885397315593,5.55951435745249,5.19483701486533,"9752","PCDHA9"
"205104_at",8.77881126098904,8.7115550999368,8.74025546930143,"9751","SNPH"
"209829_at",8.05658020915646,8.06525952468686,7.73935464159351,"9750","RIPOR2"
"200675_at",10.6879329033451,10.7212124657171,11.0589789422656,"975","CD81"
"227947_at",7.62885024168278,7.47929746902514,7.24780880617716,"9749","PHACTR2"
"206874_s_at",9.24695848767935,9.36405185890059,9.2725899809471,"9748","SLK"
"224030_s_at",8.40109711540545,8.77099601706113,7.7405762809111,"9747","TCAF1"
"204375_at",8.04913729182429,8.12179978300453,7.73541745184668,"9746","CLSTN3"
"206403_at",7.68520042428504,7.37231138206603,9.19228860474714,"9745","ZNF536"
"242081_at",6.29249352126625,6.30773677254416,6.70672032027914,"9744","ACAP1"
"229648_at",9.53422590563611,9.46610250942195,8.93718104104471,"9743","ARHGAP32"
"204792_s_at",5.3489564504075,5.54350081195028,5.33325778512118,"9742","IFT140"
"200673_at",11.0418576777422,11.3513091375217,11.1492970339542,"9741","LAPTM4A"
"204662_at",9.15956711770657,8.986172506047,9.87895987601275,"9738","CCP110"
"204793_at",10.3668038709041,10.3944630623731,10.0736064999371,"9737","GPRASP1"
"207365_x_at",8.30184008643331,8.44432226716992,8.29240972497482,"9736","USP34"
"206316_s_at",5.02828729998384,5.25793423535045,5.17294833190528,"9735","KNTC1"
"1552760_at",5.96868626564574,5.60710989006319,5.18429406922558,"9734","HDAC9"
"200069_at",8.19273249863309,8.17743009426343,8.60561631395396,"9733","SART3"
"1558691_a_at",4.06357327513328,4.19585411891831,3.97162949175865,"9732","DOCK4"
"204075_s_at",6.12596191232632,6.02772269420092,6.02005412996511,"9731","CEP104"
"204377_s_at",4.95191699155893,4.73811622192284,4.88417088109407,"9730","DCAF1"
"205496_at",5.97344169405791,5.39722270377286,5.34387743324076,"9729","KIAA0408"
"212450_at",9.11811424860894,9.1335858551372,9.53173526455802,"9728","SECISBP2L"
"228613_at",6.29636365679992,6.15912125353035,5.96029603604828,"9727","RAB11FIP3"
"214833_at",4.99135049520187,4.72700851849031,5.46830954600962,"9725","TMEM63A"
"206941_x_at",6.3072297907754,5.41886022491704,6.2065080189207,"9723","SEMA3E"
"1563512_at",5.46836094756036,5.20948551785968,5.6471485078788,"9722","NOS1AP"
"206747_at",6.38057324024841,6.24669812626908,6.13397766929003,"9721","GPRIN2"
"209619_at",9.07194316239997,9.91981265787679,10.6236954327838,"972","CD74"
"1555306_a_at",6.57497157255459,6.5217562251892,6.38922907944897,"9718","ECE2"
"210169_at",7.90593580603006,7.70588951062262,8.77637010812412,"9717","SEC14L5"
"212584_at",6.96407951364755,7.30105985041918,7.44258762326294,"9716","AQR"
"205368_at",8.14806151103319,7.96878230924644,8.51166436530137,"9715","FAM131B"
"238164_at",6.25138451492441,6.13366124075622,6.32120557004027,"9712","USP6NL"
"212735_at",7.2110231583782,6.89462410668851,7.45641742149781,"9711","RUBCN"
"203288_at",7.90604415735494,7.69223310770952,8.81389731817294,"9710","KIAA0355"
"217168_s_at",10.4045158560737,10.1041279049526,9.70894872003464,"9709","HERPUD1"
"210368_at",5.16330005398948,5.1849942599628,5.18567726710885,"9708","PCDHGA8"
"204063_s_at",8.60529559237074,8.62517840767129,9.00784438896646,"9706","ULK2"
"206135_at",7.59100324652155,7.27123028942411,9.54182328553098,"9705","ST18"
"214017_s_at",5.97761129759694,5.87646533104448,6.20553545835932,"9704","DHX34"
"201728_s_at",5.31636957740121,5.22845407144009,5.50926876723419,"9703","KIAA0100"
"203494_s_at",7.9732787010813,8.09035491754881,8.3338303549894,"9702","CEP57"
"1570210_x_at",5.48111097276266,5.82734713887653,6.15554973581285,"9701","PPP6R2"
"38158_at",5.81434743948987,5.61630767539692,5.51751222692592,"9700","ESPL1"
"206508_at",6.56186978704715,6.58578150852994,6.45560802757345,"970","CD70"
"205260_s_at",8.57232259691171,8.20687543586769,8.1576347517862,"97","ACYP1"
"229823_at",9.43622401267359,9.52708664973266,9.18942682666672,"9699","RIMS2"
"201165_s_at",9.64145957889697,9.70269276390658,9.40847191107142,"9698","PUM1"
"202368_s_at",5.47582530036128,5.427518549223,5.62424061612163,"9697","TRAM2"
"206274_s_at",5.85703464810517,5.8043558692857,6.05201161880773,"9696","CROCC"
"203279_at",7.52604776154033,7.4565498689031,7.159613728995,"9695","EDEM1"
"203584_at",9.85910819357994,10.2160315094708,10.3720073621465,"9694","EMC2"
"203097_s_at",10.9949094192697,10.7510817095938,10.7056994890291,"9693","RAPGEF2"
"243519_at",4.0298046668655,3.89849698659941,4.03302300736635,"9690","UBE3C"
"209795_at",4.3149616681388,4.77470667006779,4.99416391331332,"969","CD69"
"200777_s_at",9.61532024723865,9.85015716885212,9.80574582549223,"9689","BZW1"
"241758_at",5.98843856863572,5.67945195899923,5.95539788478236,"9688","NUP93"
"205862_at",6.17813809633063,6.12684225796233,5.66748903484734,"9687","GREB1"
"214004_s_at",7.86410691135734,7.97506595836166,7.59988204399145,"9686","VGLL4"
"230609_at",3.88391094019507,3.61358414083588,3.56757059060169,"9685","CLINT1"
"203495_at",6.58604743335208,6.84296664530737,6.95477537034785,"9684","LRRC14"
"48612_at",8.84971450734528,8.59337533418184,8.73501425097932,"9683","N4BP1"
"203204_s_at",6.80359367682306,7.06502394687979,6.69571278404927,"9682","KDM4A"
"203206_at",7.19420846378241,6.74888556026384,7.95712219228126,"9679","FAM53B"
"204525_at",5.68967910440957,4.8266448215496,5.28047109299915,"9678","PHF14"
"204578_at",6.96406028011085,6.71464673627828,7.06589942025826,"9677","PPIP5K1"
"238346_s_at",6.4868336198364,6.54575932429853,5.92869178698831,"96764","TGS1"
"212898_at",7.52911991761846,7.35193636521417,7.08020530441933,"9675","TTI1"
"203144_s_at",5.40955075172457,5.03396826293988,5.46360941049106,"9674","KIAA0040"
"32091_at",8.85695813805825,8.96017253630575,8.95438545945647,"9673","SLC25A44"
"1554864_a_at",5.35315637059874,5.41014137047505,4.96373530672055,"9672","SDC3"
"229032_at",7.31412439899083,7.22428974363373,7.00886068052164,"9671","WSCD2"
"203546_at",7.87360375964493,7.39506137172891,8.74117382354139,"9670","IPO13"
"200663_at",11.44398866785,11.5583333480665,11.7186917810239,"967","CD63"
"214313_s_at",6.72461235419424,7.05212283282372,7.2641352802548,"9669","EIF5B"
"219848_s_at",7.56765142609772,7.56871986533814,7.79147584088057,"9668","ZNF432"
"32099_at",8.31874099188368,8.14478490544031,8.34977464075152,"9667","SAFB2"
"213186_at",9.31666823649859,9.24541557529743,8.87993601617761,"9666","DZIP3"
"202386_s_at",9.19205018515047,9.27352033292493,9.08708412472508,"9665","MARF1"
"202459_s_at",8.13832018404447,8.36645572288658,8.07411797931368,"9663","LPIN2"
"206003_at",6.25795071067457,6.35407512571545,6.24891906974815,"9662","CEP135"
"226802_s_at",7.8762379514414,7.80342097134906,7.26846591715422,"96610","BMS1P20"
"228748_at",6.15933081669488,6.25813594433603,5.85984466224817,"966","CD59"
"210305_at",7.43799637943581,7.04348857123813,7.16258268709041,"9659","PDE4DIP"
"203604_at",6.17689637234894,6.10832259301417,5.85842630152538,"9658","ZNF516"
"205995_x_at",8.13145823092304,7.89875480527978,7.46534178184859,"9657","IQCB1"
"203061_s_at",6.29102227620887,6.27477382006504,6.49552340423535,"9656","MDC1"
"209648_x_at",7.33243978459541,7.18284991963574,7.19370203669427,"9655","SOCS5"
"1557611_at",5.92541458125988,5.98529051249958,5.91712051393741,"9654","TTLL4"
"203285_s_at",7.96185496463384,8.06574820449401,7.88620409679174,"9653","HS2ST1"
"1554029_a_at",3.77937584819903,3.85911216979411,3.46243117387678,"9652","TTC37"
"203207_s_at",6.50407983751873,6.75045648160049,7.24709504117812,"9650","MTFR1"
"216942_s_at",5.40644092479808,6.55529862568393,5.83323586841925,"965","CD58"
"210552_s_at",5.11817091661752,4.96105435968276,4.87351559147365,"9649","RALGPS1"
"202832_at",9.35739693745372,9.3268330534641,9.08669197132773,"9648","GCC2"
"1555091_at",4.29025807078036,3.77692879864738,4.05687107094778,"9647","PPM1F"
"202060_at",9.07132727515046,9.00143060575948,9.14668745600049,"9646","CTR9"
"243861_at",5.44702596600749,5.04083059450839,5.14384964075229,"96459","FNIP1"
"206275_s_at",7.20778962495372,7.28416887628425,6.81955934688688,"9645","MICAL2"
"224817_at",8.83612335504359,8.79037994024569,9.67139296329347,"9644","SH3PXD2A"
"201994_at",12.6785630389786,12.6329480020965,12.3227841854282,"9643","MORF4L2"
"204549_at",6.26577698605462,6.26808769853243,6.12614855752837,"9641","IKBKE"
"227507_at",7.27025493256975,6.97790006318687,7.38375395052608,"9640","ZNF592"
"1554703_at",4.9707571211241,4.9026000824779,5.09264688496255,"9639","ARHGEF10"
"205973_at",7.90471950421321,7.65972418145259,8.0306284902509,"9638","FEZ1"
"215000_s_at",10.7208707650816,10.8607664572527,11.0940072296606,"9637","FEZ2"
"205483_s_at",9.15139801750225,8.75108334908558,9.35891805366344,"9636","ISG15"
"206166_s_at",4.33106767097144,4.31963747936387,4.82020769846575,"9635","CLCA2"
"202361_at",8.07493799996994,8.10937050902756,8.49735821138019,"9632","SEC24C"
"206550_s_at",6.30209972917028,6.50958608383203,6.52427088006104,"9631","NUP155"
"220108_at",7.34469039578194,8.09940818158556,7.49278216627852,"9630","GNA14"
"242946_at",4.89195013758918,4.79263870668882,5.02632353458431,"963","CD53"
"210270_at",7.17966542877721,7.14892648902686,7.15866887911123,"9628","RGS6"
"237833_s_at",5.3777707975477,5.79885485830018,5.79596601370484,"9627","SNCAIP"
"233902_at",4.32535204244596,3.61149131136984,4.2153811162041,"9626","GUCA1C"
"205986_at",9.71167283536685,9.2193836259778,10.1754332458103,"9625","AATK"
"41660_at",4.2482114234388,4.30812887771429,4.25776825964957,"9620","CELSR1"
"230913_at",8.61522922099328,8.34511771479828,9.04761287379584,"9619","ABCG1"
"235688_s_at",5.65866127509478,5.42918832600829,5.85013231013769,"9618","TRAF4"
"219822_at",5.5379897697993,6.39791081279288,5.67282963455248,"9617","MTRF1"
"224394_at",4.73927246024876,4.7846275300649,4.67324485061775,"9616","RNF7"
"224209_s_at",10.9822513637128,10.7192791406946,10.5999524809492,"9615","GDA"
"207760_s_at",8.680946247451,8.34327505781481,9.16978423329755,"9612","NCOR2"
"200855_at",6.69874037893641,6.81801266908075,6.83629626641369,"9611","NCOR1"
"205211_s_at",6.9275576933917,7.03469579109819,6.94999075802324,"9610","RIN1"
"226016_at",11.4473666629825,11.3357162177656,11.3235902254115,"961","CD47"
"211471_s_at",7.18297105035218,6.95653560546054,6.95498030059672,"9609","RAB36"
"206339_at",7.08368962990142,7.34820934785626,7.16537603496555,"9607","CARTPT"
